X,btc_usd,atrct,trvou,hrate,ntrep,mwtrv,vix,sp500,gold,silver,bearish,yuan_usd,gbp_usd,rub_usd,United_States,China,Nigeria,South.Africa,Venezuela,Colombia,Bolivia,Corona,Elon
2017-10-16,5725.589844,7.933333333,322723336.6,10351762.43,305074,105131.4109,9.91,2557.64,1299.900024,17.315001,0.269,0.1519,1.328886,0.017481,12,15,20,21,27,6,12,0,0
2017-10-17,5605.509766,12.3,322503478.1,9756833.552,323040,128912.3081,10.31,2559.36,1283,16.987,0.269,0.15178,1.325293,0.017484,12,15,20,21,27,6,12,0,0
2017-10-18,5590.689941,14.45,330582864.7,8983426.015,319822,120417.0582,10.07,2561.26,1279.900024,16.943001,0.269,0.151012,1.319487,0.01746,12,15,20,21,27,6,12,0,0
2017-10-19,5708.52002,14.45,376178014,10589733.98,347287,112858.0154,10.05,2562.1,1286.900024,17.201,0.2793,0.15088,1.321301,0.017429,12,15,20,21,27,6,12,0,0
2017-10-20,6011.450195,14.225,583507046.9,10649226.87,302533,102020.6318,9.97,2575.21,1277.400024,17.021999,0.2793,0.151192,1.315063,0.017471,12,15,20,21,27,6,12,0,0
2017-10-21,6031.600098,10.6,697705154.7,9102411.79,303876,93690.00374,9.97,2575.21,1277.400024,17.021999,0.2793,0.151192,1.315063,0.017471,12,15,20,21,27,6,12,0,0
2017-10-22,6008.419922,10.6,469066735.3,10827705.53,281552,95383.90048,9.97,2575.21,1277.400024,17.021999,0.2793,0.151192,1.315063,0.017471,12,14,22,21,29,5,14,0,0
2017-10-23,5930.319824,8.1,633277065.1,10173283.77,304154,208093.6089,11.07,2564.98,1277.699951,17.024,0.2793,0.15063,1.318983,0.017378,12,14,22,21,29,5,14,0,0
2017-10-24,5526.640137,10.41666667,704517582.7,9935312.215,334582,154107.3412,11.16,2569.13,1275,16.907,0.2793,0.150641,1.320655,0.017395,12,14,22,21,29,5,14,0,0
2017-10-25,5750.799805,10.41666667,446193087.8,11006184.19,303906,112052.105,11.23,2557.15,1275.400024,16.868,0.2793,0.150693,1.313198,0.017357,12,14,22,21,29,5,14,0,0
2017-10-26,5904.830078,12.9,450583865.8,12999790.29,254278,85178.73584,11.3,2560.4,1266.300049,16.764,0.3303,0.150657,1.327351,0.017326,12,14,22,21,29,5,14,0,0
2017-10-27,5780.899902,14.48333333,475131131.5,7510989.944,239768,85405.74645,9.8,2581.07,1268.5,16.702,0.3303,0.150577,1.313025,0.017289,12,14,22,21,29,5,14,0,0
2017-10-28,5753.089844,14.48333333,278764450.6,6138789.858,202033,48389.95139,9.8,2581.07,1268.5,16.702,0.3303,0.150577,1.313025,0.017289,12,14,22,21,29,5,14,0,0
2017-10-29,6153.850098,22.925,572711007.5,11122042.8,317564,58124.43259,9.8,2581.07,1268.5,16.702,0.3303,0.150577,1.313025,0.017289,18,21,21,34,25,5,19,0,0
2017-10-30,6130.529785,15.9,938648249.3,10616495.4,305616,87200.58085,10.5,2572.83,1274.099976,16.802,0.3303,0.150173,1.313405,0.017213,18,21,21,34,25,5,19,0,0
2017-10-31,6468.399902,15.9,454449998.3,9966505.887,267062,76862.80075,10.18,2575.26,1267,16.645,0.3303,0.150548,1.321248,0.017271,18,21,21,34,25,5,19,0,0
2017-11-01,6767.310059,15.85,630017228.5,7872095.229,234730,91338.25429,10.2,2579.36,1274.099976,17.132,0.3303,0.150698,1.329222,0.017173,18,21,21,34,25,5,19,0,0
2017-11-02,7078.5,10.55,753929800.4,10833158.57,329152,136960.629,9.93,2579.85,1274.900024,17.094,0.2857,0.151529,1.325539,0.017179,18,21,21,34,25,5,19,0,0
2017-11-03,7207.759766,10.55,374814689,8594305.801,268570,103697.6847,9.14,2587.84,1266.5,16.794001,0.2857,0.151329,1.30533,0.017164,18,21,21,34,25,5,19,0,0
2017-11-04,7379.950195,18.875,563573963.1,9388737.429,283626,74911.42299,9.14,2587.84,1266.5,16.794001,0.2857,0.151329,1.30533,0.017164,18,21,21,34,25,5,19,0,0
2017-11-05,7407.410156,14.9,655029352.6,10183169.06,243071,54710.49023,9.14,2587.84,1266.5,16.794001,0.2857,0.151329,1.30533,0.017164,19,15,21,33,27,7,24,0,0
2017-11-06,7022.759766,14.9,832822399.4,9605400.601,260465,98416.20659,9.4,2591.13,1279.400024,17.195,0.2857,0.150648,1.308044,0.016968,19,15,21,33,27,7,24,0,0
2017-11-07,7144.379883,12.01666667,533993339.5,11266484.92,323686,128189.9531,9.89,2590.64,1273.699951,16.905001,0.2857,0.15075,1.317506,0.017166,19,15,21,33,27,7,24,0,0
2017-11-08,7459.689941,15.35833333,598849173.4,10399832.23,288774,121416.1472,9.78,2594.38,1281.599976,17.106001,0.2857,0.150607,1.317211,0.016852,19,15,21,33,27,7,24,0,0
2017-11-09,7143.580078,15.35833333,528018381.6,11049821.74,329691,147037.7199,10.5,2584.62,1285.599976,16.943001,0.2308,0.150907,1.311303,0.016917,19,15,21,33,27,7,24,0,0
2017-11-10,6618.140137,10.78333333,1128392931,8139094.745,260777,97241.04294,11.29,2582.3,1272.400024,16.844,0.2308,0.150823,1.31444,0.016861,19,15,21,33,27,7,24,0,0
2017-11-11,6357.600098,16.71666667,1287567383,5426063.163,191618,83201.62779,11.29,2582.3,1272.400024,16.844,0.2308,0.150823,1.31444,0.016861,19,15,21,33,27,7,24,0,0
2017-11-12,5950.069824,16.71666667,1601736904,5426063.163,182691,85474.23477,11.29,2582.3,1272.400024,16.844,0.2308,0.150823,1.31444,0.016861,20,23,23,41,29,6,12,0,0
2017-11-13,6559.490234,27.26666667,1259093768,9495610.536,299449,100418.5333,11.5,2584.84,1277.300049,17.023001,0.2308,0.150618,1.312026,0.016892,20,23,23,41,29,6,12,0,0
2017-11-14,6635.75,20.975,1418267494,8681701.061,261563,97817.81521,11.59,2578.87,1281.5,17.052,0.2308,0.150634,1.312336,0.016844,20,23,23,41,29,6,12,0,0
2017-11-15,7315.540039,20.975,925948610,10309520.01,311421,119744.3565,13.13,2564.62,1276.5,16.950001,0.2308,0.150702,1.315789,0.016581,20,23,23,41,29,6,12,0,0
2017-11-16,7871.689941,18.275,1167106378,10309520.01,300307,96962.344,11.76,2585.64,1277.400024,17.056,0.3522,0.150702,1.315789,0.016581,20,23,23,41,29,6,12,0,0
2017-11-17,7708.990234,9.15,1311892193,11326906.85,286083,87274.45383,11.43,2578.85,1295.800049,17.358,0.3522,0.150882,1.320045,0.01676,20,23,23,41,29,6,12,0,0
2017-11-18,7790.149902,9.15,541082170.9,9224307.378,263154,59377.33327,11.43,2578.85,1295.800049,17.358,0.3522,0.150882,1.320045,0.01676,20,23,23,41,29,6,12,0,0
2017-11-19,8036.490234,11.75,541743546.8,10852126.33,257447,60371.95182,11.43,2578.85,1295.800049,17.358,0.3522,0.150882,1.320045,0.01676,19,34,19,33,30,6,30,0,0
2017-11-20,8200.639648,7.5,628384809.4,11869513.17,326795,92702.60098,10.65,2582.14,1274.599976,16.827,0.3522,0.150107,1.320271,0.016921,19,34,19,33,30,6,30,0,0
2017-11-21,8071.259766,7.5,1004515767,11733861.59,343461,102327.4758,9.73,2599.03,1281.099976,16.948999,0.3522,0.15075,1.324503,0.016844,19,34,19,33,30,6,30,0,0
2017-11-22,8253.549805,13.1,494283581.3,8342572.114,247516,71472.77171,9.88,2597.08,1291.599976,17.101,0.3522,0.150848,1.324556,0.016919,19,34,19,33,30,6,30,0,0
2017-11-23,8038.77002,15.35,550836992.3,10648648.96,338456,125737.7264,9.88,2597.08,1291.599976,17.101,0.2901,0.151265,1.331682,0.017129,19,34,19,33,30,6,30,0,0
2017-11-24,8253.69043,15.35,644675714.8,9977010.841,289866,87323.41109,9.67,2602.42,1291.599976,17.101,0.2901,0.1519,1.330672,0.017117,19,34,19,33,30,6,30,0,0
2017-11-25,8790.919922,9.75,677327101.1,10445729.47,318480,69072.81276,9.67,2602.42,1291.599976,17.101,0.2901,0.1519,1.330672,0.017117,19,34,19,33,30,6,30,0,0
2017-11-26,9330.549805,15.375,808031942.2,10244850.06,317735,66555.73883,9.67,2602.42,1291.599976,17.101,0.2901,0.1519,1.330672,0.017117,49,60,32,59,40,8,27,0,0
2017-11-27,9818.349609,15.375,1100089827,11383166.73,363700,107283.8072,9.87,2601.42,1293.800049,17.009001,0.2901,0.151488,1.332445,0.017131,49,60,32,59,40,8,27,0,0
2017-11-28,10058.79981,13.35,824886242.4,10445729.47,350166,120724.4492,10.03,2627.04,1294.699951,16.811001,0.2901,0.151623,1.332232,0.017113,49,60,32,59,40,8,27,0,0
2017-11-29,9888.610352,10.08333333,996705854.7,11584046.14,382774,129299.5381,10.7,2626.07,1282.099976,16.457001,0.2901,0.1513,1.336541,0.017128,49,60,32,59,40,8,27,0,0
2017-11-30,10233.59961,10.08333333,2130663923,11182287.32,368696,160375.6327,11.28,2647.58,1273.199951,16.382,0.3162,0.151325,1.341724,0.017066,49,60,32,59,40,8,27,0,0
2017-12-01,10975.59961,17.1,1589331513,12253644.19,371320,143781.1933,11.43,2642.22,1278.800049,16.297001,0.3162,0.151238,1.352997,0.017109,49,60,32,59,40,8,27,0,0
2017-12-02,11074.59961,10.35,1740537526,10780528.49,296727,68110.22008,11.43,2642.22,1278.800049,16.297001,0.3162,0.151238,1.352997,0.017109,49,60,32,59,40,8,27,0,0
2017-12-03,11323.2002,10.35,592011274.2,11784925.56,332484,75886.0543,11.43,2642.22,1278.800049,16.297001,0.3162,0.151238,1.352997,0.017109,72,67,42,69,66,14,36,0,0
2017-12-04,11657.2002,8.383333333,1283672891,12119724.58,381149,112596.5929,11.68,2639.44,1274.300049,16.284,0.3162,0.150725,1.3494,0.017006,72,67,42,69,66,14,36,0,0
2017-12-05,11916.7002,13,1369623771,11918845.17,378024,116608.4749,11.33,2629.57,1261.599976,15.973,0.3162,0.151083,1.347527,0.017015,72,67,42,69,66,14,36,0,0
2017-12-06,14291.5,13,1982715220,14867776.06,415131,120303.5419,11.02,2629.27,1262.800049,15.868,0.3162,0.15113,1.341526,0.017017,72,67,42,69,66,14,36,0,0
2017-12-07,17899.69922,12.075,4548758962,11941671.2,356607,93751.18803,10.16,2636.98,1249.800049,15.715,0.3422,0.151185,1.339226,0.016905,72,67,42,69,66,14,36,0,0
2017-12-08,16569.40039,15.5,4956849516,12337090.77,371809,176239.4841,9.58,2651.5,1245.199951,15.736,0.3422,0.151103,1.348436,0.016893,72,67,42,69,66,14,36,0,0
2017-12-09,15178.2002,15.5,2195860927,13760601.25,390742,113521.8923,9.58,2651.5,1245.199951,15.736,0.3422,0.151103,1.348436,0.016893,72,67,42,69,66,14,36,0,0
2017-12-10,15455.40039,11.95,2539286893,12969762.09,330823,81931.94212,9.58,2651.5,1245.199951,15.736,0.3422,0.151103,1.348436,0.016893,67,69,49,77,67,12,41,0,0
2017-12-11,16936.80078,13.4,2382377789,13523349.5,357068,114588.41,9.34,2659.99,1243.699951,15.697,0.3422,0.151096,1.339208,0.016926,67,69,49,77,67,12,41,0,0
2017-12-12,17415.40039,13.4,1992977378,12337090.77,355339,107602.8113,9.92,2664.11,1238.5,15.582,0.3422,0.151124,1.334935,0.016974,67,69,49,77,67,12,41,0,0
2017-12-13,16408.19922,13.1,2027550685,14709608.23,407341,129872.758,10.18,2662.85,1245.400024,15.784,0.3422,0.151048,1.331948,0.016896,67,69,49,77,67,12,41,0,0
2017-12-14,16564,8.233333333,1705817592,14630524.31,470650,93841.07616,10.49,2652.01,1253.800049,15.85,0.2813,0.151087,1.340968,0.017079,67,69,49,77,67,12,41,0,0
2017-12-15,17706.90039,8.233333333,2066395217,13365181.67,389126,108963.9698,9.42,2675.81,1254.300049,15.978,0.2813,0.151318,1.343292,0.017003,67,69,49,77,67,12,41,0,0
2017-12-16,19497.40039,13.15,1636509992,13523349.5,349526,57310.51324,9.42,2675.81,1254.300049,15.978,0.2813,0.151318,1.343292,0.017003,67,69,49,77,67,12,41,0,0
2017-12-17,19140.80078,11.6,1363500363,14630524.31,375878,140930.9428,9.42,2675.81,1254.300049,15.978,0.2813,0.151318,1.343292,0.017003,75,89,44,100,57,13,40,0,0
2017-12-18,19114.19922,11.6,2021140821,16946489.24,376724,80103.44778,9.53,2690.16,1262.199951,16.120001,0.2813,0.151174,1.331735,0.017066,75,89,44,100,57,13,40,0,0
2017-12-19,17776.69922,11.45,2215330001,13035760.95,362550,85571.44056,10.03,2681.47,1260.699951,16.066,0.2813,0.15119,1.338079,0.017053,75,89,44,100,57,13,40,0,0
2017-12-20,16624.59961,11.25,1981230495,12663310.64,352242,115857.7963,9.72,2679.25,1266.099976,16.188,0.2813,0.1514,1.338688,0.017023,75,89,44,100,57,13,40,0,0
2017-12-21,15802.90039,11.25,1989091729,12290860.32,318502,74526.06178,9.62,2684.57,1267.300049,16.152,0.2562,0.151983,1.337202,0.017036,75,89,44,100,57,13,40,0,0
2017-12-22,13831.79981,10.85,5352015516,14432449.62,360730,80471.74768,9.9,2683.34,1275.400024,16.357,0.2562,0.151851,1.338043,0.01712,75,89,44,100,57,13,40,0,0
2017-12-23,14699.2002,14.01666667,1758482733,12942648.37,290746,56250.95838,9.9,2683.34,1275.400024,16.357,0.2562,0.151851,1.338043,0.01712,75,89,44,100,57,13,40,0,0
2017-12-24,13925.79981,14.01666667,1798168178,14153111.89,267959,49101.34455,9.9,2683.34,1275.400024,16.357,0.2562,0.151851,1.338043,0.01712,46,66,37,69,52,11,28,0,0
2017-12-25,14026.59961,10.86666667,1134112808,12570198.06,216690,49040.6424,9.9,2683.34,1275.400024,16.357,0.2562,0.152008,1.336505,0.017157,46,66,37,69,52,11,28,0,0
2017-12-26,16099.79981,13.375,988326041.1,13221986.11,232606,56230.08765,10.25,2680.5,1284.099976,16.52,0.2562,0.152933,1.337614,0.01723,46,66,37,69,52,11,28,0,0
2017-12-27,15838.5,13.375,1619268857,14525562.2,293690,92122.75961,10.47,2682.62,1287,16.618999,0.2562,0.152833,1.337471,0.01735,46,66,37,69,52,11,28,0,0
2017-12-28,14606.5,8.133333333,1883494461,13873774.15,290853,69155.53754,10.18,2687.54,1294.099976,16.832001,0.2063,0.152562,1.340393,0.017319,46,66,37,69,52,11,28,0,0
2017-12-29,14656.2002,8.066666667,1607020051,15363575.41,337150,72064.0346,11.04,2673.61,1306.300049,17.059999,0.2063,0.153102,1.344086,0.01737,46,66,37,69,52,11,28,0,0
2017-12-30,12952.2002,8.066666667,1728481567,13687549,327455,139288.784,11.04,2673.61,1306.300049,17.059999,0.2063,0.153102,1.344086,0.01737,46,66,37,69,52,11,28,0,0
2017-12-31,14156.40039,10.7,1142728355,15177350.25,278158,49984.03382,11.04,2673.61,1306.300049,17.059999,0.2063,0.153102,1.344086,0.01737,34,59,32,51,64,11,26,0,0
2018-01-01,13657.2002,13.9,1000379553,14975580.96,231679,64570.53499,11.04,2673.61,1306.300049,17.059999,0.2063,0.153711,1.351607,0.01736,34,59,32,51,64,11,26,0,0
2018-01-02,14982.09961,13.9,1567582732,16415540.67,324425,55603.7996,9.77,2695.81,1313.699951,17.121,0.2063,0.153709,1.351132,0.017366,34,59,32,51,64,11,26,0,0
2018-01-03,15201,7.983333333,1138506779,15071578.27,376433,63696.64258,9.15,2713.06,1316.199951,17.184999,0.2063,0.153988,1.359619,0.017383,34,59,32,51,64,11,26,0,0
2018-01-04,15599.2002,13.95,1059922924,16127548.73,402643,74606.12686,9.22,2723.99,1319.400024,17.188999,0.1556,0.153773,1.351132,0.017507,34,59,32,51,64,11,26,0,0
2018-01-05,17429.5,13.95,1764169571,13727615.88,322200,70424.57601,9.22,2743.15,1320.300049,17.205,0.1556,0.154005,1.355289,0.017552,34,59,32,51,64,11,26,0,0
2018-01-06,17527,9.483333333,1024721001,16127548.73,342679,54817.18718,9.22,2743.15,1320.300049,17.205,0.1556,0.154005,1.355289,0.017552,34,59,32,51,64,11,26,0,0
2018-01-07,16477.59961,14.3,906109684.6,15551564.84,352796,37108.84839,9.22,2743.15,1320.300049,17.205,0.1556,0.154005,1.355289,0.017552,33,68,32,48,55,8,36,0,0
2018-01-08,15170.09961,14.3,1742246004,15935554.1,329050,53037.83242,9.52,2747.71,1318.599976,17.063999,0.1556,0.154143,1.357589,0.017547,33,68,32,48,55,8,36,0,0
2018-01-09,14595.40039,14.875,1182426648,15743559.47,340700,90988.0322,10.08,2751.29,1311.699951,16.936001,0.1556,0.153903,1.357128,0.017516,33,68,32,48,55,8,36,0,0
2018-01-10,14973.29981,13.7,1116810955,15935554.1,330491,68721.14408,9.82,2748.23,1317.400024,16.962999,0.1556,0.153153,1.353235,0.017587,33,68,32,48,55,8,36,0,0
2018-01-11,13405.79981,13.7,1663185738,18527481.57,322216,72378.99086,9.88,2767.56,1320.599976,16.893999,0.2507,0.153676,1.351278,0.017537,33,68,32,48,55,8,36,0,0
2018-01-12,13980.59961,11.425,1014053986,17087521.86,286175,57290.26116,10.16,2786.24,1333.400024,17.069,0.2507,0.154078,1.354188,0.017698,33,68,32,48,55,8,36,0,0
2018-01-13,14360.2002,9.683333333,946314221.6,16501289.11,253379,42142.14044,10.16,2786.24,1333.400024,17.069,0.2507,0.154078,1.354188,0.017698,33,68,32,48,55,8,36,0,0
2018-01-14,13772,9.683333333,804914641.6,17165770.55,224444,42758.43308,10.16,2786.24,1333.400024,17.069,0.2507,0.154078,1.354188,0.017698,40,75,29,58,54,11,18,0,0
2018-01-15,13819.79981,7.733333333,758546178.6,16612036.02,259372,48717.75947,10.16,2786.24,1333.400024,17.069,0.2507,0.15489,1.373306,0.017684,40,75,29,58,54,11,18,0,0
2018-01-16,11490.5,13.025,787732867,17608758.18,287366,68006.99636,11.66,2776.42,1335.400024,17.122,0.2507,0.155395,1.379824,0.017759,40,75,29,58,54,11,18,0,0
2018-01-17,11188.59961,13.025,2926596198,18494733.44,300012,77483.24201,11.91,2802.56,1338,17.105,0.2507,0.155224,1.379881,0.017716,40,75,29,58,54,11,18,0,0
2018-01-18,11474.90039,13.425,1771113579,19159214.88,293730,68354.97183,12.22,2798.03,1326,16.893,0.2139,0.15547,1.382801,0.017586,40,75,29,58,54,11,18,0,0
2018-01-19,11607.40039,13.075,1934446829,18273239.62,231462,45035.72895,11.27,2810.3,1331.900024,16.975,0.2139,0.155749,1.389468,0.017701,40,75,29,58,54,11,18,0,0
2018-01-20,12899.2002,13.075,1097313787,19712949.41,230899,36224.08679,11.27,2810.3,1331.900024,16.975,0.2139,0.155749,1.389468,0.017701,40,75,29,58,54,11,18,0,0
2018-01-21,11600.09961,7.45,436195518.9,20709671.57,207718,30479.85531,11.27,2810.3,1331.900024,16.975,0.2139,0.155749,1.389468,0.017701,27,36,26,42,43,7,21,0,0
2018-01-22,10931.40039,11.6,1175503833,18494733.44,235003,62851.14074,11.03,2832.97,1330.900024,16.931,0.2139,0.156177,1.389159,0.01767,27,36,26,42,43,7,21,0,0
2018-01-23,10868.40039,11.6,1305109028,19602202.5,232259,55403.48818,11.1,2839.13,1335.699951,16.855,0.2139,0.156143,1.398484,0.017712,27,36,26,42,43,7,21,0,0
2018-01-24,11359.40039,7.8,921820890.7,19491455.6,241244,57369.20724,11.47,2837.54,1355.900024,17.424999,0.2139,0.156179,1.401738,0.017747,27,36,26,42,43,7,21,0,0
2018-01-25,11259.40039,11.375,1076890874,20445148.56,227471,50993.02969,11.58,2839.25,1362.400024,17.551001,0.2403,0.157003,1.422091,0.017799,27,36,26,42,43,7,21,0,0
2018-01-26,11171.40039,11.375,1135179207,20056949.54,214772,66391.88859,11.08,2872.87,1351.599976,17.382,0.2403,0.158158,1.415027,0.017895,27,36,26,42,43,7,21,0,0
2018-01-27,11440.7002,11.775,763094646,20315748.89,188058,38820.90811,11.08,2872.87,1351.599976,17.382,0.2403,0.158158,1.415027,0.017895,27,36,26,42,43,7,21,0,0
2018-01-28,11786.29981,11.95,873498645.6,20445148.56,205967,41384.75323,11.08,2872.87,1351.599976,17.382,0.2403,0.158158,1.415027,0.017895,29,53,24,43,43,8,26,0,0
2018-01-29,11296.40039,11.95,611119735.3,19151151.82,225983,65418.73962,13.84,2853.53,1351.599976,17.382,0.2403,0.158331,1.414927,0.017791,29,53,24,43,43,8,26,0,0
2018-01-30,10106.29981,12.275,1266284116,21609745.63,230310,59703.29218,14.79,2822.43,1335.400024,17.013,0.2403,0.157821,1.407658,0.017768,29,53,24,43,43,8,26,0,0
2018-01-31,10221.09961,15.675,1445440049,15139761.91,197264,63559.56646,13.54,2823.81,1339,17.204,0.2403,0.1582,1.415588,0.017756,29,53,24,43,43,8,26,0,0
2018-02-01,9170.540039,15.675,1509688358,20703947.91,249466,83063.21521,13.47,2821.98,1344.300049,17.118,0.2876,0.159028,1.420051,0.0178,29,53,24,43,43,8,26,0,0
2018-02-02,8830.75,12.475,2213436748,21739145.31,229894,78445.29309,17.31,2762.13,1333.699951,16.676001,0.2876,0.15877,1.426676,0.017875,29,53,24,43,43,8,26,0,0
2018-02-03,9174.910156,10.475,2491149104,20445148.56,184856,44026.55134,17.31,2762.13,1333.699951,16.676001,0.2876,0.15877,1.426676,0.017875,29,53,24,43,43,8,26,0,0
2018-02-04,8277.009766,10.475,1080682795,23033142.05,165753,43401.46945,17.31,2762.13,1333.699951,16.676001,0.2876,0.15877,1.426676,0.017875,33,85,27,51,42,9,24,0,0
2018-02-05,6955.27002,9.275,1793319477,23938939.78,208757,76759.42607,37.32,2648.94,1333,16.639,0.2876,0.158539,1.411134,0.017726,33,85,27,51,42,9,24,0,0
2018-02-06,7754,7.433333333,2089572991,24293141.32,238351,95492.16115,29.98,2695.14,1326.099976,16.548,0.2876,0.15899,1.394369,0.017456,33,85,27,51,42,9,24,0,0
2018-02-07,7621.299805,7.433333333,1670287564,20149017.21,205988,77775.58722,27.73,2681.66,1311.599976,16.205999,0.2876,0.159172,1.395868,0.017591,33,85,27,51,42,9,24,0,0
2018-02-08,8265.589844,8.866666667,1336661911,18720008.9,166517,84370.09278,33.46,2581,1316.900024,16.313999,0.3501,0.159551,1.387925,0.017298,33,85,27,51,42,9,24,0,0
2018-02-09,8736.980469,12.2,1400664131,19291612.22,173698,62602.00477,29.06,2619.55,1313.099976,16.115999,0.3501,0.15807,1.393495,0.017157,33,85,27,51,42,9,24,0,0
2018-02-10,8621.900391,12.2,918540174.5,20434818.87,177603,43134.40445,29.06,2619.55,1313.099976,16.115999,0.3501,0.15807,1.393495,0.017157,33,85,27,51,42,9,24,0,0
2018-02-11,8129.970215,9.45,796391653.7,21578025.52,144165,34888.34109,29.06,2619.55,1313.099976,16.115999,0.3501,0.15807,1.393495,0.017157,18,27,18,30,27,6,14,0,0
2018-02-12,8926.570313,10.2,858240549,23721537.99,183345,61562.04055,25.61,2656,1324.199951,16.548,0.3501,0.159061,1.382743,0.017147,18,27,18,30,27,6,14,0,0
2018-02-13,8598.30957,10.2,188454378.6,23435736.33,179616,75282.93837,24.97,2662.94,1328.099976,16.507,0.3501,0.158065,1.385233,0.017316,18,27,18,30,27,6,14,0,0
2018-02-14,9494.629883,11.05,915165499.8,25579248.8,192621,74825.77501,19.26,2698.63,1355.5,16.858,0.3501,0.157729,1.388696,0.017356,18,27,18,30,27,6,14,0,0
2018-02-15,10166.40039,8.483333333,1138250927,18720008.9,194351,68822.86329,19.13,2731.2,1352.099976,16.777,0.2141,0.15758,1.401581,0.017638,18,27,18,30,27,6,14,0,0
2018-02-16,10233.90039,8.483333333,866501985.7,22435430.51,180685,60534.47221,19.46,2732.22,1353.199951,16.695,0.2141,0.15755,1.410417,0.017735,18,27,18,30,27,6,14,0,0
2018-02-17,11112.7002,6.616666667,973554319.9,21292223.86,167847,34855.81385,19.46,2732.22,1353.199951,16.695,0.2141,0.15755,1.410417,0.017735,18,27,18,30,27,6,14,0,0
2018-02-18,10551.79981,6.966666667,1215318036,23149934.67,153951,40629.60181,19.46,2732.22,1353.199951,16.695,0.2141,0.15755,1.410417,0.017735,16,37,18,29,31,6,18,0,0
2018-02-19,11225.29981,6.966666667,1020588579,23149934.67,181922,62487.0405,19.46,2732.22,1353.199951,16.695,0.2141,0.157726,1.403154,0.017718,16,37,18,29,31,6,18,0,0
2018-02-20,11403.7002,8.416666667,1258473016,21079198.67,191891,59724.41292,20.6,2716.26,1328.800049,16.424999,0.2141,0.15752,1.399267,0.017737,16,37,18,29,31,6,18,0,0
2018-02-21,10690.40039,6.883333333,1482868607,25265138.83,197610,51211.10006,20.02,2701.33,1330,16.604,0.2141,0.157575,1.400109,0.017695,16,37,18,29,31,6,18,0,0
2018-02-22,10005,6.883333333,1395055529,22275181.57,176840,48766.8448,18.72,2703.96,1330.599976,16.579,0.2279,0.157565,1.391014,0.017633,16,37,18,29,31,6,18,0,0
2018-02-23,10301.09961,9.116666667,1156539786,22125683.71,177105,44912.73504,16.49,2747.3,1328.199951,16.476,0.2279,0.157475,1.395303,0.01771,16,37,18,29,31,6,18,0,0
2018-02-24,9813.070313,14.75,1286052866,21677190.12,147767,39609.63502,16.49,2747.3,1328.199951,16.476,0.2279,0.157475,1.395303,0.01771,16,37,18,29,31,6,18,0,0
2018-02-25,9664.730469,14.75,619244270.7,25564134.55,140109,33478.76606,16.49,2747.3,1328.199951,16.476,0.2279,0.157475,1.395303,0.01771,13,43,21,24,26,5,13,0,0
2018-02-26,10366.7002,6.5,982054724.8,21079198.67,176307,39595.29944,15.8,2779.6,1330.699951,16.542,0.2279,0.158045,1.396804,0.017755,13,43,21,24,26,5,13,0,0
2018-02-27,10725.59961,10.625,1102352167,23919658.06,206374,57212.3755,18.59,2744.28,1315.5,16.346001,0.2279,0.158376,1.396648,0.017976,13,43,21,24,26,5,13,0,0
2018-02-28,10397.90039,10.625,871257588,23172168.75,182462,61330.98795,19.85,2713.83,1315.5,16.323999,0.2279,0.158311,1.390608,0.017788,13,43,21,24,26,5,13,0,0
2018-03-01,10951,10.725,790675903.7,24667147.38,227031,62796.36774,22.47,2677.67,1302.900024,16.200001,0.2341,0.157955,1.375421,0.017755,13,43,21,24,26,5,13,0,0
2018-03-02,11086.40039,11.65,877677223.9,23321666.61,188528,68621.58971,19.59,2691.25,1321.099976,16.392,0.2341,0.157297,1.377543,0.01761,13,43,21,24,26,5,13,0,0
2018-03-03,11489.7002,11.65,663520514,26909615.32,171396,53201.45281,19.59,2691.25,1321.099976,16.392,0.2341,0.157297,1.377543,0.01761,13,43,21,24,26,5,13,0,0
2018-03-04,11512.59961,9.95,542742758.5,22125683.71,155464,53045.69658,19.59,2691.25,1321.099976,16.392,0.2341,0.157297,1.377543,0.01761,13,44,15,19,30,5,6,0,0
2018-03-05,11573.29981,13.55,642906304.5,24372959.73,194866,75271.51739,18.73,2720.94,1318.099976,16.337999,0.2341,0.157473,1.379501,0.017558,13,44,15,19,30,5,6,0,0
2018-03-06,10779.90039,13.55,969993576.7,25517998.11,193114,101643.0697,18.36,2728.12,1333.599976,16.715,0.2341,0.157508,1.385233,0.017726,13,44,15,19,30,5,6,0,0
2018-03-07,9965.570313,6.833333333,1355596867,25681575.02,194380,79204.05118,17.76,2726.8,1326,16.427999,0.2341,0.158494,1.390009,0.017594,13,44,15,19,30,5,6,0,0
2018-03-08,9395.009766,10.625,1677040470,26499459.57,188082,71151.5472,16.54,2738.97,1319.900024,16.436001,0.2838,0.158103,1.390627,0.017609,13,44,15,19,30,5,6,0,0
2018-03-09,9337.549805,10.625,1735625690,23882229,184770,110591.0243,14.64,2786.57,1322.400024,16.546,0.2838,0.157689,1.380567,0.017518,13,44,15,19,30,5,6,0,0
2018-03-10,8866,13.125,870115563.8,22900767.53,149613,41054.65052,14.64,2786.57,1322.400024,16.546,0.2838,0.157689,1.380567,0.017518,13,44,15,19,30,5,6,0,0
